Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match,Keyword
Anti‑inflammatory effect of metformin against an experimental model of LPS‑induced cytokine storm,https://www.spandidos-publications.com/10.3892/etm.2023.12114,"I Taher, E El‑Masry… - Experimental and …, 2023 - spandidos-publications.com",https://www.spandidos-publications.com/10.3892/etm.2023.12114/download,[PDF] spandidos-publications.com,https://scholar.google.com/citations?user=kI19pXkAAAAJ&hl=en&oi=sra,4 days ago,"coronavirus 2 (SARS‑CoV‑2) was the causative agent of the Coronavirus disease 
2019 (COVID‑19)  therapy targeting the SARS‑CoV‑2 immunopathological process have",tech
The recent Nipah virus outbreak in Bangladesh could be a threat for global public health: A brief report,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10336337/,"I Ahmed, ASM Roknuzzaman, MR Islam - Health Science Reports, 2023 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10336337/,[HTML] nih.gov,https://scholar.google.com/citations?user=QL70SewAAAAJ&hl=en&oi=sra,4 days ago,"been severely affected by COVID‐19. The newer variants of COVID‐19 are 
always a  cause death and is even more dangerous than coronavirus disease. In addition, it can",public_health
Pictorial guide for variants of Covid-19: CT imaging and interpretation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10337581/,"G Bonito, V Martinelli, F Vullo, F Basilico, E Polito… - BJR open, 2023 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10337581/,[HTML] nih.gov,,4 days ago,") declared the coronavirus disease 2019 caused by Sars-CoV2 virus (COVID-19) 
as a  reaction test was positive for Sars-Cov-2 infection. Subsequent genetic sequencing",Variants
Waning and boosting of antibody Fc-effector functions upon SARS-CoV-2 vaccination,https://www.nature.com/articles/s41467-023-39189-8,"X Tong, RP McNamara, MJ Avendaño… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-39189-8,[HTML] nature.com,https://scholar.google.com/citations?user=5Ebf33MAAAAJ&hl=en&oi=sra,4 days ago,"Since the emergence of SARS-CoV-2, vaccines targeting COVID-19 have  
coronavirus-2 (SARS-CoV-2) is the causative agent of coronavirus disease-2019 (COVID-19…",Vaccine
Students Need More than Content Knowledge To Counter Vaccine Hesitancy,https://journals.asm.org/doi/abs/10.1128/jmbe.00047-23,"SW Lee, S Tran - Journal of Microbiology & Biology Education, 2023 - Am Soc Microbiol",https://journals.asm.org/doi/pdf/10.1128/jmbe.00047-23,[PDF] asm.org,,4 days ago,"With the 2019 coronavirus disease pandemic (COVID-19… respiratory syndrome 
coronavirus 2 (SARS-CoV-2)  research articles about SARS-CoV-2 mRNA vaccine clinical",public_health
New approach to estimate effectiveness of vaccination against COVID-19: a proportional case vaccinated-based model,https://www.researchsquare.com/article/rs-3152551/latest,"M Joghatayi, A Mirahmadizadeh, J Hassanzadeh - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3152551/latest.pdf,[PDF] researchsquare.com,https://scholar.google.com/citations?user=RJuNjGMAAAAJ&hl=en&oi=sra,4 days ago,"(SARS-CoV-2) may occur which is called breakthrough infections, because the 
Covid-19  acute respiratory syndrome coronavirus (SARS-COV), the new virus was named",tech
Organizational Development (OD) Frameworks and Models: An Exploration of OD During COVID-19 for Enhancing Organizational Effectiveness,https://www.igi-global.com/chapter/organizational-development-od-frameworks-and-models/326532,"O Chakraborty - Measuring the Effectiveness of Organizational …, 2023 - igi-global.com",,,,4 days ago,"COVID-19: COVID-19 is an infectious respiratory illness caused by the severe 
acute respiratory syndrome coronavirus 2 (SARS-CoV-2). It  COVID-19 is primarily spread",tech
Applications of deep generative modeling approaches on Omics data,https://ediss.sub.uni-hamburg.de/handle/ediss/10352,F Hausmann - 2023 - ediss.sub.uni-hamburg.de,https://ediss.sub.uni-hamburg.de/bitstream/ediss/10352/1/output.pdf,[PDF] uni-hamburg.de,,4 days ago,"seq reference data set delivered novel insights into the development of severe 
lung damage in the coronavirus disease 2019 (COVID-19). These insights could be verified",tech
SARS-CoV-2 main protease cleaves MAGED2 to antagonize host antiviral defense,https://journals.asm.org/doi/abs/10.1128/mbio.01373-23,"X Ju, Z Wang, P Wang, W Ren, Y Yu, Y Yu, B Yuan… - Mbio, 2023 - Am Soc Microbiol",https://journals.asm.org/doi/pdf/10.1128/mbio.01373-23,[PDF] asm.org,https://scholar.google.com/citations?user=QtmC9bUAAAAJ&hl=en&oi=sra,4 days ago,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the agent 
causing the global pandemic of COVID-19. SARS-CoV-2 genome encodes a main protease (…",tech
"Wildlife nidoviruses: biology, epidemiology, and disease associations of selected nidoviruses of mammals and reptiles",https://journals.asm.org/doi/abs/10.1128/mbio.00715-23,"AS Flies, EJ Flies, NM Fountain-Jones, RE Musgrove… - Mbio, 2023 - Am Soc Microbiol",https://journals.asm.org/doi/pdf/10.1128/mbio.00715-23,[PDF] asm.org,https://scholar.google.com/citations?user=s1_82IAAAAAJ&hl=en&oi=sra,4 days ago,"coronavirus 1 (SARS-CoV-1) emerged in China, followed by the emergence of 
the Middle East respiratory coronavirus in 2012, and finally SARS-CoV-2  Between 19% and",public_health
Targeting the Receptor Binding Domain and Heparan Sulfate Binding for Antiviral Drug Development against SARS-CoV-2 Variants,https://www.researchsquare.com/article/rs-3119390/latest,"ZS Yang, TS Li, CC Chang, CM Chien - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3119390/latest.pdf,[PDF] researchsquare.com,https://scholar.google.com/citations?user=Q8NyNpQAAAAJ&hl=en&oi=sra,4 days ago,"of SARS-CoV-2 highlight the importance of coronaviruses  SARS-CoV-2 (COVID-19) 
is a pandemic respiratory  against COVID-19 targeting the SARS-CoV-2 spike (S)",tech
"Antcin-B, a phytosterol-like compound from Taiwanofungus camphoratus inhibits SARS-CoV-2 3-chymotrypsin-like protease (3CL Pro) activity in-silico and in vitro",https://www.researchsquare.com/article/rs-3127524/latest,"G Dakpa, KJS Kumar, J Nelen, H Pérez-Sánchez… - 2023 - researchsquare.com",https://www.researchsquare.com/article/rs-3127524/latest.pdf,[PDF] researchsquare.com,,4 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) has  pathways altered by 
the SARS-CoV-2 spike protein in the  drug development against COVID-19. However, further",tech
Comparing machine learning algorithms to predict COVID‑19 mortality using a dataset including chest computed tomography severity score data,https://www.nature.com/articles/s41598-023-38133-6,"SS Zakariaee, N Naderi, M Ebrahimi… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38133-6,[HTML] nature.com,https://scholar.google.com/citations?user=ArhpsbMAAAAJ&hl=en&oi=sra,4 days ago,") also known as severe acute respiratory syndrome coronavirus 2 (SARS-COV-2)  
severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) 2 . COVID-19 is a highly",tech
Phosphorylation of Oligopeptides: Design of Ultra-Hydrophilic Zwitterionic Peptides for Anti-Fouling Detection of Nucleic Acids in Saliva,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.3c01843,"X Qiao, ZH Qian, W Sun, CY Zhu, Y Li… - Analytical …, 2023 - ACS Publications",,,,4 days ago,"severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in undiluted 
saliva,  The precise diagnosis of SARS-CoV-2 is crucial to controlling COVID-19 coronavirus",detection
Health Problems and Associated influence factors among Health Care workers during COVID-19 Pandemic: A Systematic Review and Meta-analysis,https://www.inhaj.iiknutuban.ac.id/index.php/inhaj/article/view/11,"S Them, X Huang, M Hun, SW Wen… - … Nutrition and Health …, 2023 - inhaj.iiknutuban.ac.id",https://www.inhaj.iiknutuban.ac.id/index.php/inhaj/article/download/11/8,[PDF] iiknutuban.ac.id,https://scholar.google.com/citations?user=BAePORwAAAAJ&hl=en&oi=sra,4 days ago,"hospital workers) AND (novel coronavirus disease OR 2019 novel coronavirus 
OR  during the rapid spread of the SARS-CoV-2 Omicron variant: A prospective cohort study…",tech
"Management of patients on antithrombotic therapy with severe infections: a joint clinical consensus statement of the ESC Working Group on Thrombosis, the ESC …",https://academic.oup.com/eurheartj/advance-article-abstract/doi/10.1093/eurheartj/ehad388/7223688,"B Gigante, JH Levy, E van Gorp… - European Heart …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=qnH5V28AAAAJ&hl=en&oi=sra,4 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) infec… currently due to 
coronavirus disease 2019 (COVID-19).… and massive numbers of COVID-19 patients without pre-…",other_conditions
"Knowledge, attitudes, and practices toward COVID-19 prevention in Yemen: a community-based cross-sectional study",https://www.researchgate.net/profile/Huda-Basaleem/publication/372241549_Knowledge_attitudes_and_practices_toward_COVID-19_prevention_in_Yemen_a_community-based_cross-sectional_study_OPEN_ACCESS_EDITED_BY/links/64ac2051b9ed6874a50b63ad/Knowledge-attitudes-and-practices-toward-COVID-19-prevention-in-Yemen-a-community-based-cross-sectional-study-OPEN-ACCESS-EDITED-BY.pdf,"OEH Hassan, AA Al-Aghbari, M McGowan, MD Iang… - 2023 - researchgate.net",https://www.researchgate.net/profile/Huda-Basaleem/publication/372241549_Knowledge_attitudes_and_practices_toward_COVID-19_prevention_in_Yemen_a_community-based_cross-sectional_study_OPEN_ACCESS_EDITED_BY/links/64ac2051b9ed6874a50b63ad/Knowledge-attitudes-and-practices-toward-COVID-19-prevention-in-Yemen-a-community-based-cross-sectional-study-OPEN-ACCESS-EDITED-BY.pdf,[PDF] researchgate.net,,4 days ago,"COVID-19 is a respiratory disease that is highly transmissible and  COVID-19 
is caused by infection with a novel and highly contagious coronavirus strain (SARS-CoV-2)",public_health
"AlignDx: Enabling Automated, Cloud-Based Workflows for Streamlined Bioinformatic-Focused Pathogen Surveillance",https://uwspace.uwaterloo.ca/handle/10012/19609,M Hunjan - 2023 - uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/bitstream/handle/10012/19609/Hunjan_Manjot.pdf?sequence=3&isAllowed=y,[PDF] uwaterloo.ca,,4 days ago,"syndrome coronavirus 2 (SARS-CoV-2), the prevailing causative agent of 
COVID-19,  Currently, three panels are in use: a COVID-19 panel for detecting SARS-CoV-2 virus…",public_health
Examining the Relationships Between the Incidence of Infectious Diseases and Mood Disorders: An Analysis of Data From the Global Burden of Disease Studies …,https://www.preprints.org/manuscript/202307.0938,RP Rajkumar - 2023 - preprints.org,https://www.preprints.org/manuscript/202307.0938/download/final_file,[PDF] preprints.org,https://scholar.google.com/citations?user=JKTf9zAAAAAJ&hl=en&oi=sra,4 days ago,"presence of antibodies to seasonal coronaviruses [108].  Research conducted 
during the COVID-19 pandemic  had worse outcomes when infected with SARS-CoV-2 [110].",tech
A Quality by Design Update on Nano-drug Delivery Systems,https://link.springer.com/chapter/10.1007/978-3-031-31505-3_6,"D Leonardi, MC Lamas, CJ Salomon - Introduction to Quality by Design in …, 2023 - Springer",,,https://scholar.google.com/citations?user=CmVnWqgAAAAJ&hl=en&oi=sra,4 days ago,"as a promising therapeutic approach for COVID-19 [68]. Propolis  for 
SARS-CoV-2, pathogenic coronavirus that cause a pandemic of acute respiratory disease (COVID-19)…",other_conditions
Equine bronchial epithelial cells are susceptible to cell entry with a SARS-CoV-2 pseudovirus but reveal low replication efficiency,https://avmajournals.avma.org/view/journals/ajvr/aop/ajvr.23.06.0132/ajvr.23.06.0132.xml,"RM Legere, AR Allegro, Y Affram… - American Journal of …, 2023 - Am Vet Med Assoc",https://avmajournals.avma.org/view/journals/ajvr/aop/ajvr.23.06.0132/ajvr.23.06.0132.xml,[HTML] avma.org,,4 days ago,"epithelial cells (EBECs) and human bronchial epithelial cells (HBECs) 
imaged by fluorescent microscopy, after transduction with lentivirus pseudotyped with SARS-CoV-2",molecules
Effect of COVID-19 Pandemic on Patient Adherence to Chronic Medications in Sudan in,https://www.scirp.org/pdf/pp_2023071215195436.pdf,"AS Ahmed, ES Wanasi, K Eltegani, I Ahmed… - 2023 - scirp.org",https://www.scirp.org/pdf/pp_2023071215195436.pdf,[PDF] scirp.org,,4 days ago,"the coronavirus spared accelerated, various sectors began to deteriorate since 
the early stages of the COVID-19  found to be SARS-CoV-2 which resulted in thousands of",medication_treatment
Eosinophilic Granulomatosis with Polyangiitis after mRNA-1273 SARS-CoV-2 Vaccine,https://www.preprints.org/manuscript/202307.0939,"L Mencarelli, C Ribi, L Moi, N Dewarrat, M Monti… - 2023 - preprints.org",https://www.preprints.org/manuscript/202307.0939/download/final_file,[PDF] preprints.org,,4 days ago,"response after immunization with SARS-CoV-2 vaccines. A  collected from 
vaccinated participants [19]. We can hypothesize  benefits in protecting from severe Covid-19 [2].",Vaccine
Economic Burden of ICU-Hospitalized COVID-19 Patients: A Systematic Review and Meta-Analysis,https://www.cureus.com/articles/168089-economic-burden-of-icu-hospitalized-covid-19-patients-a-systematic-review-and-meta-analysis.pdf,"F Tatsis, E Dragioti, M Gouva, V Koulouras - Cureus, 2023 - cureus.com",https://www.cureus.com/articles/168089-economic-burden-of-icu-hospitalized-covid-19-patients-a-systematic-review-and-meta-analysis.pdf,[PDF] cureus.com,https://scholar.google.com/citations?user=MMcM4l0AAAAJ&hl=en&oi=sra,4 days ago,"coronavirus disease, currently known as coronavirus disease 2019 (COVID-19; 
caused by the SARS-CoV-2  The outbreak of COVID-19 has created a serious global health",tech
"Post COVID-19 syndrome 2 years following the first wave: the role of humoral response, vaccination and reinfection",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad364/7223659,"M Peghin, M De Martino, A Palese… - Open Forum …, 2023 - academic.oup.com",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad364/7223659,[HTML] oup.com,https://scholar.google.com/citations?user=zyI3PL4AAAAJ&hl=en&oi=sra,4 days ago,"Coronavirus disease 2019 (COVID-19) has led to an increasing population  
SARS-CoV-2 vaccination is not contraindicated in individuals with a history of acute COVID-19",Vaccine
"Relationship Between Fear of COVID-19, Conspiracy Beliefs About Vaccines and Intention to Vaccinate Against COVID-19: A Cross-National Indirect Effect Model in …",https://journals.sagepub.com/doi/abs/10.1177/01632787231186621,"T Caycho-Rodríguez, JM Tomás… - Evaluation & the …, 2023 - journals.sagepub.com",,,https://scholar.google.com/citations?user=tFYIfogAAAAJ&hl=en&oi=sra,4 days ago,"of fear of COVID-19 on the intention to be vaccinated against COVID-19 and the 
influence  To collect information, we used the Fear of COVID-19 Scale, Vaccine conspiracy",tech
Vaccination against coronavirus disease 2019 in patients with pulmonary hypertension: a national prospective cohort study,https://journals.lww.com/cmj/Fulltext/9900/Vaccination_against_coronavirus_disease_2019_in.701.aspx,"X Wu, J Li, J Ma, Q Liu, L Wang, Y Zhu… - Chinese Medical …, 2023 - journals.lww.com",https://journals.lww.com/cmj/Fulltext/9900/Vaccination_against_coronavirus_disease_2019_in.701.aspx,[HTML] lww.com,,4 days ago,"Background: Coronavirus disease 2019 (COVID-19) has  None of the participants 
were infected with COVID-19  respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine…",tech
A Retrospective Analysis of Vitamin D Levels in Hospitalized COVID-19 Patients With Suspected Pulmonary Embolism,https://www.cureus.com/articles/159237-a-retrospective-analysis-of-vitamin-d-levels-in-hospitalized-covid-19-patients-with-suspected-pulmonary-embolism.pdf,"SV Charkowick, CN Logothetis, K Tsay, A Jordan… - Cureus, 2023 - cureus.com",https://www.cureus.com/articles/159237-a-retrospective-analysis-of-vitamin-d-levels-in-hospitalized-covid-19-patients-with-suspected-pulmonary-embolism.pdf,[PDF] cureus.com,,4 days ago,"The novel coronavirus disease 2019 (COVID-19) virus was identified from an 
outbreak in Wuhan, China, in December 2019 and quickly spread across the globe due to its",tech
"Exploring the interplay between climate, population immunity and SARS-CoV-2 transmission dynamics in Mediterranean countries",https://www.sciencedirect.com/science/article/pii/S0048969723041104,"JA Villatoro-García, R López-Domínguez… - Science of The Total …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0048969723041104/pdf?md5=5176c19287dd83160a1b3d236f4b6c20&pid=1-s2.0-S0048969723041104-main.pdf,[PDF] sciencedirect.com,https://scholar.google.com/citations?user=CWPqA28AAAAJ&hl=en&oi=sra,4 days ago,"indicate that transmission of SARS-CoV-2 may increase independently of  
COVID19 cases, the number of daily COVID-19 deaths, the daily percentage of fully COVID-19",public_health
Monological or Ideological? Themes and Psychosocial Predictors of Conspiracy Belief,https://psyarxiv.com/2kwbx/download?format=pdf,"T Cosgrove, M Bahr, K Fritzon - 2023 - psyarxiv.com",https://psyarxiv.com/2kwbx/download?format=pdf,[PDF] psyarxiv.com,https://scholar.google.com/citations?user=BgQCdjAAAAAJ&hl=en&oi=sra,4 days ago,"true even when conspiracy theories are conflicting (eg belief that COVID-19 is 
both a bioweapon and a hoax;. As  Coronavirus is a myth created by some powerful forces.",molecules
Multiple thermocycles followed by LAMP with only two primers for ultrasensitive colorimetric viral RNA testing and tracking at single-base resolution,https://www.sciencedirect.com/science/article/pii/S0003267023008425,"P Zhang, K Qin, K Gao, F Su, H Wang, J Liu, Z Li - Analytica Chimica Acta, 2023 - Elsevier",,,,4 days ago,"As the SARS-CoV-2 ORF1ab gene was too long to  are commonly used for 
COVID-19 diagnosis. To assess  SARS-CoV-2 from three SARS-like coronaviruses by using",testing
International comparison of long-term intergenerational informal caregiving in ordinary and COVID-19 pandemic-stress time,https://voado.uni-vechta.de/handle/21.11106/468,S Santini - 2023 - voado.uni-vechta.de,https://voado.uni-vechta.de/bitstream/handle/21.11106/468/Dissertation%20Sara%20Santini.pdf?sequence=2&isAllowed=y,[PDF] uni-vechta.de,,4 days ago,"The COVID-19 outbreak has only exacerbated gender inequalities in the 
distribution  Unfortunately, the COVID-19 outbreak and the political crisis overshadowed the",molecules
Doing it Together: Testing the Impersonal Impact Hypothesis in the Public Health Domain,https://ejhc.org/article/view/3870,"EG Smit, MHC Meijers, C Ischen - European Journal of Health …, 2023 - ejhc.org",https://ejhc.org/article/download/3870/3145,[PDF] ejhc.org,https://scholar.google.com/citations?user=hEX-bPsAAAAJ&hl=en&oi=sra,4 days ago,"in stopping Covid-19 by adhering to Covid-19 policies (ie,  Corona wereldwijd 
– cijfers over het coronavirus in alle  SARS-Cov-2 and environmental protection: A collective",tech
"Immunogenicity, safety and reactogenicity of heterologous (third dose) booster vaccination with a full or fractional dose of two different COVID-19 vaccines: A phase 4 …",https://www.tandfonline.com/doi/abs/10.1080/21645515.2023.2233400,"SA Costa Clemens, N Marchevsky, S Kelly… - Human Vaccines & …, 2023 - Taylor & Francis",https://www.tandfonline.com/doi/pdf/10.1080/21645515.2023.2233400,[PDF] tandfonline.com,https://scholar.google.com/citations?user=m_dWC9wAAAAJ&hl=en&oi=sra,4 days ago,"of new variants of SARS-CoV-2. Citation1 To move COVID-19 from a pandemic 
to an  entered into a partnership with AstraZeneca on coronavirus vaccine development.",Vaccine
Prediction of oxygen supplementation by a deep-learning model integrating clinical parameters and chest CT images in COVID-19,https://link.springer.com/article/10.1007/s11604-023-01466-3,"N Kawata, Y Iwao, Y Matsuura, M Suzuki… - Japanese Journal of …, 2023 - Springer",https://link.springer.com/article/10.1007/s11604-023-01466-3,[HTML] springer.com,,4 days ago,"coronavirus 2 (SARS-CoV-2) pneumonia and determination of disease 
severity [6].  of SARS-CoV-2 pneumonia [7,8,9], even in PCR-negative cases [10]. SARS-CoV-2",tech
OPTIMIZING BUSINESS ACCEPTABLE AND PETTY CASH RECORDING SYSTEMS AT KAP ARNAYA & DARMAYASA DURING THE COVID-19 PANDEMIC,http://www.journals.segce.com/index.php/IJSEGCE/article/view/219,"IMD Wijana, A Yuesti, LAK Yanti - … , EDUCATION, AND GLOBAL …, 2023 - journals.segce.com",https://www.journals.segce.com/index.php/IJSEGCE/article/download/219/215,[PDF] segce.com,https://scholar.google.com/citations?user=7GwYegoAAAAJ&hl=en&oi=sra,4 days ago,"Covid-19 is an infectious disease caused by SARS-Cov-2, a type of corona 
virus. The existence of the Covid-19 pandemic has greatly affected economic development,",molecules
Expression of TRIM56 gene in SARS-CoV-2 variants and its relationship with progression of COVID-19,https://www.futuremedicine.com/doi/abs/10.2217/fvl-2022-0210,"R Tavakoli, P Rahimi, M Hamidi-Fard, S Eybpoosh… - Future …, 2023 - Future Medicine",https://www.futuremedicine.com/doi/pdf/10.2217/fvl-2022-0210,[PDF] futuremedicine.com,https://scholar.google.com/citations?user=QaIIokoAAAAJ&hl=en&oi=sra,4 days ago,"replicating coronaviruses and  SARS-CoV-2 and COVID-19 [28,29]. In view 
of this, we propose that TRIM56 gene can be a possible regulator of infection with SARS-CoV-2",Variants
Impact of BNT162b2 and mRNA-1273 Vaccination on Vascular Function in Healthy Adults: A Pilot Study,https://www.ahajournals.org/doi/abs/10.1161/CIRCRESAHA.122.322862,"C Serviente, A Matias, M Calderone… - Circulation …, 2023 - Am Heart Assoc",https://www.ahajournals.org/doi/pdf/10.1161/CIRCRESAHA.122.322862,[PDF] ahajournals.org,,4 days ago,"coronavirus 2. While efficacious at preventing severe manifestations of COVID-19, 
… and thromboembolism after covid-19 vaccination and sars-cov-2 positive testing: Self-…",Vaccine
The acceptance of COVID-19 pandemic control measures during congregational prayer on Muslims' emotional and social interaction,https://link.springer.com/article/10.1007/s11562-023-00534-9,"KA Mastor, MAA Samuri, F Md Sham, F Idris… - Contemporary Islam, 2023 - Springer",,,https://scholar.google.com/citations?user=0cchIUQAAAAJ&hl=en&oi=sra,4 days ago,"days ago - This study aims to examine the relationship between acceptance of the COVID-19 
pandemic control measures, emotions and social interaction among Muslims attending",wellbeing
New-onset and relapsed Graves' disease following COVID-19 vaccination: a comprehensive review of reported cases,https://eurjmedres.biomedcentral.com/articles/10.1186/s40001-023-01210-7,"K Chen, Y Gao, J Li - European Journal of Medical …, 2023 - eurjmedres.biomedcentral.com",https://eurjmedres.biomedcentral.com/articles/10.1186/s40001-023-01210-7,[HTML] biomedcentral.com,,4 days ago,"COVID-19, an acute respiratory infectious disease instigated by severe acute 
respiratory syndrome coronavirus 2 (SARS-CoV-2) [… of 700 million COVID-19 cases and over",Vaccine
Cathelicidin Antimicrobial Peptide (CAMP) and Its Correlation with Serum 25 Hydroxy Vitamin D in Under-Five Children with Pneumonia,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0043-1768979,"A Dabas, N Kukreti, D Shah, P Dewan… - Annals of the …, 2023 - thieme-connect.com",https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0043-1768979,[HTML] thieme-connect.com,https://scholar.google.com/citations?user=KK0Us4EAAAAJ&hl=en&oi=sra,4 days ago,"This is similar to a recent study in hospitalized adults with coronavirus disease 
2019  The vitamin D levels were reported as lower in critically sick children[19] that can",anti
New-Onset Psychosis Secondary to COVID-19 Infection,https://www.psychiatrist.com/pcc/covid-19/new-onset-psychosis-secondary-to-covid-19-infection/,"T Sultana, SH Kamil, F Billoo, S Lahori… - The Primary Care …, 2023 - psychiatrist.com",https://www.psychiatrist.com/pcc/covid-19/new-onset-psychosis-secondary-to-covid-19-infection/,[HTML] psychiatrist.com,,4 days ago,"for COVID-19, with all her laboratory results being within normal limits except 
for a positive SARS-CoV-2  behind SARS-CoV-2 and other coronaviruses altering neuronal",other_conditions
Effect of COVID-19 Pandemic on Patient Adherence to Chronic Medications in Sudan in 2021,https://www.scirp.org/journal/paperinformation.aspx?paperid=126269,"AS Ahmed, ES Wanasi, K Eltegani, I Ahmed… - Pharmacology & …, 2023 - scirp.org",https://www.scirp.org/journal/paperinformation.aspx?paperid=126269,[HTML] scirp.org,,4 days ago,"coronavirus spared accelerated, various sectors began to deteriorate since the 
early stages of the COVID-19  was found to be SARS-CoV-2 which resulted in thousands of",medication_treatment
COVID-19: a Kano model and AHP-based classification of preventive activities under Fuzzy environment,https://www.emerald.com/insight/content/doi/10.1108/IJQRM-08-2022-0243/full/html,"S Avikal, R Singh, A Barthwal, M Ram - International Journal of …, 2023 - emerald.com",,,https://scholar.google.com/citations?user=xoYLPlsAAAAJ&hl=en&oi=sra,4 days ago,"Coronavirus disease 2019 (COVID-2019) is caused by a novel virus known 
as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and was identified as a",tech
Interferon in the treatment of ill adults with Covid-19 in the Republic of Guinea,https://www.ajol.info/index.php/ahs/article/view/250589,"VSR Moya, LA Águila, NM Camara, SD Cisse… - African Health …, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/download/250589/236917,[PDF] ajol.info,,4 days ago,"caused by the coronavirus 2019 (COVID-19).  SARS-CoV-2.The objective of 
this research was to evaluate the effect and safety of IFN-α 2b hu-r in the treatment of Covid 19.",medication_treatment
Pulmonary artery diameter and NT-proBNP in patients with Covid-19: Predicting prognosis and mortality,https://www.ajol.info/index.php/ahs/article/view/250760,"M Tastemur, E Olcucuoğlu, G Arik, I Ates, K Silay - African Health Sciences, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/download/250760/237069,[PDF] ajol.info,https://scholar.google.com/citations?user=arWWlcAAAAAJ&hl=en&oi=sra,4 days ago,"a crucial role in accurately detecting SARS-CoV-2 on a case-by-… COVID-19 
outbreak 3. Early identification and isolation of  of new coronavirus disease 2019 (COVID-19): a",public_health
What can traditional plant therapy do in the face of Covid-19? Examples from traditional Chinese medicine,https://www.ajol.info/index.php/ahs/article/view/250593,"D Song, Q Deng, H Chen - African Health Sciences, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/download/250593/236919,[PDF] ajol.info,,4 days ago,"difficulty in the treatment of COVID-19. Two years after the COVID-19 outbreak, 
several cases  SARSCoV-2, the variant of a new coronavirus, shows increased infectivity or",medication_treatment
Willingness of college students aged 10 to 24 years to get vaccinated against COVID-19 disease: a cross-sectional study in South-East Nigeria,https://www.ajol.info/index.php/ahs/article/view/250583,"AT Chinawa, EN Ossai, CU Nwachukwu… - African Health …, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/download/250583/236914,[PDF] ajol.info,https://scholar.google.com/citations?user=ypE88fEAAAAJ&hl=en&oi=sra,4 days ago,"Corona virus 2019 (COVID-19) pandemic caused by severe acute respiratory 
syndrome coronavirus 2 (SARSCoV-2) was first seen in Wuhan, China in December 2019 1.",tech
The practice of using repurposed medications as chemoprophylaxis for COVID-19 by healthcare workers in a tertiary hospital in Southern Nigeria,https://www.ajol.info/index.php/ahs/article/view/250585,"SB Udoette, AE Onukak, VA Umoh, AA Akpabio - African Health Sciences, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/view/250585/236915,[PDF] ajol.info,https://scholar.google.com/citations?user=_etUTT4AAAAJ&hl=en&oi=sra,4 days ago,"be offered COVID-19 vaccine. The use of prophylaxis did not change the 
SARS-CoV-2  in coronavirus disease -19 (COVID-19). Int J Rheum. 2020; 23:613-619 PubMed 5.",medication_treatment
Predictive value of platelet-related parameters combined with pneumonia severity index score for mortality rate of patients with severe pneumonia,https://www.ajol.info/index.php/ahs/article/view/250635,"J Wang, L Cui, Z Guo - African Health Sciences, 2023 - ajol.info",https://www.ajol.info/index.php/ahs/article/download/250635/236957,[PDF] ajol.info,,4 days ago,"of 99 cases of 2019 novel coronavirus pneumonia in Wuhan,  of COVID-19. 
J Clin Lab Anal 2021; 35(1): e23607. 18.  with severe coronavirus disease 2019 (COVID-19)",public_health
Epidemiology of Covid-19,https://www.preprints.org/manuscript/202307.0921,AGL Serge - 2023 - preprints.org,https://www.preprints.org/manuscript/202307.0921/download/final_file,[PDF] preprints.org,,4 days ago,"parameters related to COVID-19 such as incubation period,  SARS-CoV-2 
can be transmitted by droplets and close  Coronavirus disease 2019 (COVID-19) has caused",public_health
