Title1,Title_URL,authors,paper_link,type,Scholarlink,time_since_pull,query_text_match
"Novel, accurate pathogen sensors for fast detection of SARS-CoV-2 in the aerosol in seconds for a breathalyzer platform",https://www.sciencedirect.com/science/article/pii/S2590137023000663,"X Shi, P Sadeghi, N Lobandi, S Emam… - … and Bioelectronics: X, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2590137023000663,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=CDuDN48AAAAJ&hl=en&oi=sra,4 days ago,"syndrome coronavirus 2 (SARS-CoV-2) for COVID-19, is critical for mitigating 
the COVID-19 pandemic. Current state-of-the-art pathogen tests for COVID-19 diagnosis are"
"Neumonías comunitarias graves del adulto inmunocompetente, excepto COVID-19",https://www.sciencedirect.com/science/article/pii/S1280470323479042,"P Joly, M Tran, C Bruel, B Pilmis, F Philippart - EMC-Anestesia …, 2023 - Elsevier",,,,4 days ago,"Más recientemente, el SARS-CoV-2 (el segundo coronavirus responsable 
del síndrome respiratorio agudo grave) se ha convertido en la principal causa de neumonía"
… anti-viral assessment of phytoconstituents in a traditional (Siddha Medicine) polyherbal formulation–Targeting Mpro and pan-coronavirus post-fusion Spike …,https://www.sciencedirect.com/science/article/pii/S2225411023000809,"SK Mandal, MDMU Rehman, A Katyal… - Journal of Traditional …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2225411023000809,[HTML] sciencedirect.com,,4 days ago,"Novel nature of the viral pathogen SARS-CoV-2 and the absence of standard 
drugs  treatment of viral infections including COVID-19. Coronaviruses (CoV) are positive-…"
"COVID-19 mRNA vaccines as hypothetical epigenetic players: Results from an in silico analysis, considerations and perspectives",https://www.sciencedirect.com/science/article/pii/S0264410X23008198,"R Talotta - Vaccine, 2023 - Elsevier",,,,4 days ago,"the global COronaVIrus Disease-19 (COVID-19)  Acute Respiratory Syndrome 
CoronaVirus-2 (SARS-CoV-2), but  RNA genes of SARS-CoV-2 has sequence homology to"
Genomic epidemiology of SARS-CoV-2 variants during the first two years of the pandemic in Colombia,https://www.nature.com/articles/s43856-023-00328-3,"C Jimenez-Silva, R Rivero, J Douglas… - Communications …, 2023 - nature.com",https://www.nature.com/articles/s43856-023-00328-3,[HTML] nature.com,https://scholar.google.com/citations?user=u-xjxGcAAAAJ&hl=en&oi=sra,4 days ago,"Here, we aim to understand how SARS-CoV-2, the virus that causes COVID-19, 
spread through Colombia over this time and how the predominant version of the virus (…"
Immune response kinetics following a third heterologous BNT162b2 booster dose after primary two-dose ChAdOx1 vaccination in relation to Omicron …,https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad363/7223892,"JY Ahn, JH Ko, KR Peck, S Bae, SH Kim… - Open Forum …, 2023 - academic.oup.com",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad363/7223892,[HTML] oup.com,https://scholar.google.com/citations?user=43O4AjsAAAAJ&hl=en&oi=sra,4 days ago,"The coronavirus disease 2019 (COVID-19) pandemic  92 participants with PCR 
confirmed COVID-19 in this cohort;  respiratory syndrome coronavirus 2 (SARS-CoV-2) that"
The influence of prolonged instrument manipulation on gas leakage through trocars,https://link.springer.com/article/10.1007/s00464-023-10240-5,"D Robertson, M van Duijn, A Arezzo, Y Mintz… - Surgical …, 2023 - Springer",https://link.springer.com/article/10.1007/s00464-023-10240-5,[HTML] springer.com,https://scholar.google.com/citations?user=d21AhBoAAAAJ&hl=en&oi=sra,4 days ago,"SARS-CoV-2 is known to be viable in aerosols for multiple hours, creating a 
theoretical risk of transmission [11]. Surgeons expressed concern about contracting COVID-19"
Pediatric unit spending in the North of Italy during the COVID-19 pandemic,https://ijponline.biomedcentral.com/articles/10.1186/s13052-023-01486-9,"R Franceschi, E Maines, A Petrone… - Italian Journal of …, 2023 - ijponline.biomedcentral.com",https://ijponline.biomedcentral.com/articles/10.1186/s13052-023-01486-9,[HTML] biomedcentral.com,https://scholar.google.com/citations?user=84TEySsAAAAJ&hl=en&oi=sra,4 days ago,", Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory 
syndrome coronavirus 2 (SARS-CoV- 2),  The impact of SARS-COV 2 on our Pediatric Unit"
Has the COVID-19 pandemic changed the utilization and provision of essential health care services from 2019 to 2020 in the primary health care network in …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288387,"S Yaacoub, C Zmeter, L Abou Abbas, E Leresche… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288387,[HTML] plos.org,https://scholar.google.com/citations?user=2q5lQf8AAAAJ&hl=en&oi=sra,4 days ago,"COVID-19 on the utilization and provision of primary care in Lebanon. The present 
study was part of a larger study on the overall effect of COVID-19  fear of COVID-19 were"
Capturing COVID-19 spread and interplay with multi-hop contact tracing intervention,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288394,"J Kim, SS Bidokhti, S Sarkar - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288394,[HTML] plos.org,https://scholar.google.com/citations?user=-LKExYgAAAAJ&hl=en&oi=sra,4 days ago,"Throughout the paper we consider the specific context of COVID-19, though 
our formulation can be adapted to any other contagious disease that spreads through contact"
A novel co-culture model for investigation of the effects of LPS-induced macrophage-derived cytokines on brain endothelial cells,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288497,"J Yang, Y Li, A Bhalla, M Maienschein-Cline, K Fukuchi - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288497,[HTML] plos.org,https://scholar.google.com/citations?user=csGAIosAAAAJ&hl=en&oi=sra,4 days ago,"acute respiratory syndrome coronavirus 2 (SARS-CoV-2) [79].  COVID-19-asssociated 
cytokine storm has been  the context of SARS-CoV-2 infection (COVID-19). Proc (…"
Using real-time ascertainment rate estimate from infection and hospitalization dataset for modeling the spread of infectious disease: COVID-19 case study in …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0287959,"L Přibylová, V Eclerová, O Májek, J Jarkovský, T Pavlík… - Plos one, 2023 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0287959,[HTML] plos.org,https://scholar.google.com/citations?user=7n10Ej0AAAAJ&hl=en&oi=sra,4 days ago,"In the Czech Republic, data on reported SARS-CoV-2-positive individuals 
and COVID-19 patients and their hospital stays are collected and processed by the Information"
Upper and/or lower respiratory tract infection caused by human metapneumovirus after allogeneic hematopoietic stem cell transplantation,https://academic.oup.com/jid/advance-article-abstract/doi/10.1093/infdis/jiad268/7223877,"JL Piñana, G Tridello, A Xhaard… - The Journal of …, 2023 - academic.oup.com",,,,4 days ago,", as occurred during the COVID-19 pandemic, a dramatic  to those recently 
reported with SARS-CoV-2 in the allo-HCT  Seasonality of coronaviruses and other respiratory"
Association analysis between symptomology and herpesvirus IgG antibody concentrations in myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) …,https://www.cell.com/heliyon/pdf/S2405-8440(23)05458-0.pdf,"TD Domingues, J Malato, AD Grabowska, JS Lee… - Heliyon, 2023 - cell.com",https://www.cell.com/heliyon/pdf/S2405-8440(23)05458-0.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=C2mzp40AAAAJ&hl=en&oi=sra,4 days ago,"Notwithstanding the recent observation of VZV reactivation after SARS-CoV-2 
infections  COVID Syndrome correlate with symptom 956 severity, Front. Immunol. 13 (2022)."
Selection for immune evasion in SARS-CoV-2 revealed by high-resolution epitope mapping and sequence analysis.,https://www.cell.com/iscience/pdf/S2589-0042(23)01471-2.pdf,"A N'Guessan, S Kailasam, F Mostefai, R Poujol… - iScience, 2023 - cell.com",https://www.cell.com/iscience/pdf/S2589-0042(23)01471-2.pdf,[PDF] cell.com,https://scholar.google.com/citations?user=jYjqZM0AAAAJ&hl=en&oi=sra,4 days ago,"of coronavirus infections, including SARS-CoV-2 19-24.  One prevailing view 
in our understanding of COVID-19  hCoVs is a hallmark feature of SARS-CoV-2- 254 infected"
COVID-19 pneumonia: Perfusion abnormalities shown on subtraction CT angiography in apparently well-ventilated lungs. A prospective cohort study,https://www.sciencedirect.com/science/article/pii/S2405844023052933,"MG Santamarina, FM Lomakin, I Beddings, DB Riscal… - Heliyon, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405844023052933,[HTML] sciencedirect.com,,4 days ago,"SARS-CoV-2 infections, sCTA was established as a standard imaging 
procedure for patients that were hospitalized with COVID-19  coronavirus disease 2019 (COVID-19)"
Priority COVID-19 measures in nursing homes,https://www.sciencedirect.com/science/article/pii/S2666142X23000267,"LS van Tol, HJA Smaling, SIM Janus… - International Journal of …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2666142X23000267,[HTML] sciencedirect.com,,4 days ago,"From September 2020 until June 2021, the indistinguishable second and 
third waves of coronavirus infections were ongoing (CBS). By the end of the study period in"
Coronavirus and co-infections: A Saudi Arabian perspective,https://www.sciencedirect.com/science/article/pii/S1319562X23001845,"AM Al Harbi - Saudi Journal of Biological Sciences, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1319562X23001845,[HTML] sciencedirect.com,,4 days ago,"This is evident with the occurrence of coronavirus disease 2019 (COVID-19)  
-CoV-1, SARS-CoV-2, as well as the Middle East respiratory syndrome coronavirus (MERS-…"
Immune evasion and ACE2 binding affinity contribute to SARS-CoV-2 evolution,https://www.nature.com/articles/s41559-023-02123-8,"W Ma, H Fu, F Jian, Y Cao, M Li - Nature Ecology & Evolution, 2023 - nature.com",,,https://scholar.google.com/citations?user=Dh8Tu2QAAAAJ&hl=en&oi=sra,4 days ago,"-quality SARS-CoV-2 genomes 19 . We found that the proportion of mutations 
in the RBD region increased over time, which was mainly due to the excess number of non-…"
COVID-19 associated liver injury: An updated review on the mechanisms and management of risk groups,https://www.sciencedirect.com/science/article/pii/S2542568423000363,"Y Shi, M Wang, L Wu, X Li, Z Liao - Liver Research, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2542568423000363,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=ExSGxBcAAAAJ&hl=en&oi=sra,4 days ago,", coronavirus disease 2019 (COVID-19) caused by severe acute respiratory 
syndrome coronavirus 2 (SARS-CoV-2)  abnormalities can occur in patients with COVID-19."
A non-linear optimal control model for illicit drug use and terrorism dynamics in developing countries with time-dependent control variables,https://www.sciencedirect.com/science/article/pii/S2772662223001212,"JO Akanni - Decision Analytics Journal, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2772662223001212,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=xQJFYmIAAAAJ&hl=en&oi=sra,4 days ago,"who studied a co-dynamical model for SARS-CoV-2 and HBV. The suggested 
model  reduce the co-circulation of both SARS-CoV-2 and HBV. Similarly, Akanni and"
Gradient Transparency of Semi-IPN PVA/PVME Electrospun Nanofibrous Membrane for Estimating the Remaining Life of Face Mask,https://www.sciencedirect.com/science/article/pii/S0014305723004767,"R Tang, S Gao, J Hou - European Polymer Journal, 2023 - Elsevier",,,,4 days ago,"spread of novel coronavirus disease 2019 (COVID-19)  for prevention and 
control of COVID-19 and PM 2.5 , which  approach to deactivating SARS-CoV-2 by applying an"
iSMOD: an integrative browser for image-based single-cell multi-omics data,https://academic.oup.com/nar/advance-article-abstract/doi/10.1093/nar/gkad580/7223586,"W Zhang, J Suo, Y Yan, R Yang, Y Lu… - Nucleic Acids …, 2023 - academic.oup.com",https://academic.oup.com/nar/advance-article-pdf/doi/10.1093/nar/gkad580/50876827/gkad580.pdf,[PDF] oup.com,https://scholar.google.com/citations?user=e4lel8QAAAAJ&hl=en&oi=sra,4 days ago,"also been reported in coronavirus disease 2019 (COVID19) studies. Investigations 
into severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) suggest that the"
Impact of COVID-19 on healthcare system in India: A systematic review,https://journals.sagepub.com/doi/abs/10.1177/22799036231186349,"M Kapoor, K Nidhi Kaur, S Saeed… - Journal of Public …, 2023 - journals.sagepub.com",https://journals.sagepub.com/doi/full/10.1177/22799036231186349,[HTML] sagepub.com,https://scholar.google.com/citations?user=Dqi2_NkAAAAJ&hl=en&oi=sra,4 days ago,"COVID-19 has  COVID-19 or Coronavirus is an upper respiratory tract infection 
of high virulence. It was formerly known as ‘2019-nCoV’ and is caused by the SARS-CoV-2"
Recent progress and prospects for anti-cytokine therapy in preclinical and clinical acute lung injury,https://www.sciencedirect.com/science/article/pii/S1359610123000333,"GP Fadanni, JB Calixto - Cytokine & Growth Factor Reviews, 2023 - Elsevier",,,https://scholar.google.com/citations?user=4EDiauAAAAAJ&hl=en&oi=sra,4 days ago,"Furthermore, large trials of anti-cytokine drugs in patients with COVID-19 have 
… associated to human adenovirus (HAdV), SARS-CoV-2, IAV/H1N1 or bacterial pneumonia,"
An agent-based model to simulate SARS-CoV-2 contamination of surfaces and meat cuts in processing plants,https://www.sciencedirect.com/science/article/pii/S0168160523002374,"NDM Luong, L Guillier, M Federighi, Y Guillois… - International Journal of …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=R6kR2RgAAAAJ&hl=en&oi=sra,4 days ago,"food-safety culture during the COVID-19 pandemic, this  on the transmission 
of SARS-CoV-2 using a simulation-… patients with coronavirus disease-2019 (COVID-19). Nat"
Decision support tool to define the optimal pool testing strategy for SARS-CoV-2,https://www.sciencedirect.com/science/article/pii/S0167923623001215,"B Barracosa, J Felício, A Carvalho, LM Moreira… - Decision Support …, 2023 - Elsevier",,,https://scholar.google.com/citations?user=am0FdvcAAAAJ&hl=en&oi=sra,4 days ago,"policies during early stages of COVID-19 pandemic [14]  readmissions applying 
it to COVID-19 case study [15].  The ongoing coronavirus disease (SARS-CoV-2) raised"
A placental model of SARS-CoV-2 infection reveals ACE2-dependent susceptibility and differentiation impairment in syncytiotrophoblasts,https://www.nature.com/articles/s41556-023-01182-0,"J Chen, JA Neil, JP Tan, R Rudraraju, M Mohenska… - Nature Cell …, 2023 - nature.com",https://www.nature.com/articles/s41556-023-01182-0,[HTML] nature.com,,4 days ago,"SARS-CoV-2 infection causes COVID-19. Several clinical reports have 
linked COVID-19  However, the pathophysiological mechanisms underpinning SARS-CoV-2"
Mixed model-based deconvolution of cell-state abundances (MeDuSA) along a one-dimensional trajectory,https://www.nature.com/articles/s43588-023-00487-2,"L Song, X Sun, T Qi, J Yang - Nature Computational Science, 2023 - nature.com",https://www.nature.com/articles/s43588-023-00487-2,[HTML] nature.com,,4 days ago,"-seq data from patients with coronavirus disease 2019 (COVID-19), with the 
aim to  respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. A COVID-19 peripheral"
LY6E is a pan-coronavirus restriction factor in the respiratory tract,https://www.nature.com/articles/s41564-023-01431-w,"KB Mar, AI Wells, MC Caballero Van Dyke… - Nature …, 2023 - nature.com",,,https://scholar.google.com/citations?user=8dstOXoAAAAJ&hl=en&oi=sra,4 days ago,"to SARS-CoV-2, with pathogenic outcomes that mirror mild to  coronavirus 
disease 2019 (COVID-19) in humans. From transcriptomic analysis of lungs of SARS-CoV-2-…"
COVID-19 Severity and Waning Immunity After up to 4 mRNA Vaccine Doses in 73 608 Patients With Cancer and 621 475 Matched Controls in Singapore: A …,https://jamanetwork.com/journals/jamaoncology/article-abstract/2807035,"WC Tan, JYJ Tan, JSJ Lim, RYC Tan, ARYB Lee… - JAMA …, 2023 - jamanetwork.com",https://jamanetwork.com/journals/jamaoncology/fullarticle/2807035,[HTML] jamanetwork.com,https://scholar.google.com/citations?user=iUBkLjMAAAAJ&hl=en&oi=sra,4 days ago,"patients with cancer over 2 separate time periods; September 15, 2021, to 
December 20, 2021, corresponding to the wave of infections predominated by the SARS-CoV-2"
Superior boosting of neutralizing titers against Omicron SARS-CoV-2 variants by heterologous SCB-2019 vaccine vs a homologous booster in CoronaVac …,https://academic.oup.com/jid/advance-article-abstract/doi/10.1093/infdis/jiad262/7223730,"CC Roa Jr, MRA de Los Reyes… - The Journal of …, 2023 - academic.oup.com",https://academic.oup.com/jid/advance-article-abstract/doi/10.1093/infdis/jiad262/7223730,[HTML] oup.com,,4 days ago,"SARS-CoV-2 exposure, or medical history of COVID-19  COVID-19 
vaccines: their effectiveness against the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2…"
Implementing and Maintaining a SARS-CoV-2 Exposure Notification Application for Mobile Phones: The Finnish Experience,https://publichealth.jmir.org/2023/1/e46563,"M Pihlajamäki, S Wickström, K Puranen… - JMIR Public Health …, 2023 - publichealth.jmir.org",https://publichealth.jmir.org/2023/1/e46563,[HTML] jmir.org,,4 days ago,"and introduced restrictions due to the coronavirus outbreak [2]. In early  
SARS-CoV-2 transmission chains, as part of the government’s strategy to combat the COVID-19"
"Differences in medical education before, during, and in the post-peak period of the COVID-19 pandemic—exploring senior medical students' attitudes",https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-023-04489-6,"BF Vaca-Cartagena… - BMC Medical …, 2023 - bmcmededuc.biomedcentral.com",https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-023-04489-6,[HTML] biomedcentral.com,https://scholar.google.com/citations?user=clujv2kAAAAJ&hl=en&oi=sra,4 days ago,"coronavirus and its associated disease named coronavirus disease 2019 (COVID-19… 
severe acute respiratory syndrome 2 (SARS-CoV-2) strain, its associated variants,"
"The impact of emotional support on healthcare workers and students coping with COVID-19, and other SARS-CoV pandemics–a mixed-methods systematic …",https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-023-09744-6,"M Härkänen, AL Pineda, S Tella… - BMC Health …, 2023 - bmchealthservres.biomedcentral …",https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-023-09744-6,[HTML] biomedcentral.com,,4 days ago,"days ago - Pandemics such as COVID-19 pose threats to the  students since the onset of 
COVID-19 and other SARS-CoV  After screening, a total of 19 articles were included in this"
Research article antibody induction and immune response in nasal cavity by third dose of SARS-CoV-2 mRNA vaccination,https://virologyj.biomedcentral.com/articles/10.1186/s12985-023-02113-z,"A Ishizaka, M Koga, T Mizutani, R Uraki… - Virology …, 2023 - virologyj.biomedcentral.com",https://virologyj.biomedcentral.com/articles/10.1186/s12985-023-02113-z,[HTML] biomedcentral.com,https://scholar.google.com/citations?user=u_pukecAAAAJ&hl=en&oi=sra,4 days ago,"of severe coronavirus infection 2019 (COVID-19), it  COVID-19 infections. 
In addition, the findings of the present study suggest that the mRNA vaccine against SARS-CoV-2"
Positive and Negative Affect Schedule in early COVID-19 pandemic,https://www.nature.com/articles/s41597-023-02371-0,"C Andreu-Sánchez, MÁ Martín-Pascual - Scientific Data, 2023 - nature.com",https://www.nature.com/articles/s41597-023-02371-0,[HTML] nature.com,,4 days ago,"1) is related to the global pandemic situation, which started in November 2019 
when the SARS-CoV-2 coronavirus was first detected in Asia and before we had planned to"
Waning and boosting of antibody Fc-effector functions upon SARS-CoV-2 vaccination,https://www.nature.com/articles/s41467-023-39189-8,"X Tong, RP McNamara, MJ Avendaño… - Nature …, 2023 - nature.com",https://www.nature.com/articles/s41467-023-39189-8,[HTML] nature.com,https://scholar.google.com/citations?user=5Ebf33MAAAAJ&hl=en&oi=sra,4 days ago,"Since the emergence of SARS-CoV-2, vaccines targeting COVID-19 have  
coronavirus-2 (SARS-CoV-2) is the causative agent of coronavirus disease-2019 (COVID-19…"
Comparing machine learning algorithms to predict COVID‑19 mortality using a dataset including chest computed tomography severity score data,https://www.nature.com/articles/s41598-023-38133-6,"SS Zakariaee, N Naderi, M Ebrahimi… - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-38133-6,[HTML] nature.com,https://scholar.google.com/citations?user=ArhpsbMAAAAJ&hl=en&oi=sra,4 days ago,") also known as severe acute respiratory syndrome coronavirus 2 (SARS-COV-2)  
severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) 2 . COVID-19 is a highly"
Phosphorylation of Oligopeptides: Design of Ultra-Hydrophilic Zwitterionic Peptides for Anti-Fouling Detection of Nucleic Acids in Saliva,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.3c01843,"X Qiao, ZH Qian, W Sun, CY Zhu, Y Li… - Analytical …, 2023 - ACS Publications",,,,4 days ago,"severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in undiluted 
saliva,  The precise diagnosis of SARS-CoV-2 is crucial to controlling COVID-19 coronavirus"
"Management of patients on antithrombotic therapy with severe infections: a joint clinical consensus statement of the ESC Working Group on Thrombosis, the ESC …",https://academic.oup.com/eurheartj/advance-article-abstract/doi/10.1093/eurheartj/ehad388/7223688,"B Gigante, JH Levy, E van Gorp… - European Heart …, 2023 - academic.oup.com",,,https://scholar.google.com/citations?user=qnH5V28AAAAJ&hl=en&oi=sra,4 days ago,"respiratory syndrome coronavirus 2 (SARS-CoV-2) infec… currently due to 
coronavirus disease 2019 (COVID-19).… and massive numbers of COVID-19 patients without pre-…"
A Quality by Design Update on Nano-drug Delivery Systems,https://link.springer.com/chapter/10.1007/978-3-031-31505-3_6,"D Leonardi, MC Lamas, CJ Salomon - Introduction to Quality by Design in …, 2023 - Springer",,,https://scholar.google.com/citations?user=CmVnWqgAAAAJ&hl=en&oi=sra,4 days ago,"as a promising therapeutic approach for COVID-19 [68]. Propolis  for 
SARS-CoV-2, pathogenic coronavirus that cause a pandemic of acute respiratory disease (COVID-19)…"
Offset Life: Lemur Health in Landscapes of Extraction,https://link.springer.com/chapter/10.1007/978-3-031-23836-9_4,"GM Sodikoff - Perceptions and Representations of the Malagasy …, 2023 - Springer",,,,4 days ago,"In March 2020, an Italian tourist visiting an unnamed private reserve in Andasibe 
transmitted COVID-19 to several people, and the reserve was one where “direct contact”"
Individual-level precision diagnosis for coronavirus disease 2019 related severe outcome: an early study in New York,https://www.nature.com/articles/s41598-023-35966-z,"CC Huang, H Xu - Scientific Reports, 2023 - nature.com",https://www.nature.com/articles/s41598-023-35966-z,[HTML] nature.com,,4 days ago,"syndrome coronavirus 2 (SARS-CoV-2) or Coronavirus 2019 (COVID-19), 
and the scope of the outbreak, there is an urgent need to develop a risk stratification tool for"
"Post COVID-19 syndrome 2 years following the first wave: the role of humoral response, vaccination and reinfection",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad364/7223659,"M Peghin, M De Martino, A Palese… - Open Forum …, 2023 - academic.oup.com",https://academic.oup.com/ofid/advance-article-abstract/doi/10.1093/ofid/ofad364/7223659,[HTML] oup.com,https://scholar.google.com/citations?user=zyI3PL4AAAAJ&hl=en&oi=sra,4 days ago,"Coronavirus disease 2019 (COVID-19) has led to an increasing population  
SARS-CoV-2 vaccination is not contraindicated in individuals with a history of acute COVID-19"
"Relationship Between Fear of COVID-19, Conspiracy Beliefs About Vaccines and Intention to Vaccinate Against COVID-19: A Cross-National Indirect Effect Model in …",https://journals.sagepub.com/doi/abs/10.1177/01632787231186621,"T Caycho-Rodríguez, JM Tomás… - Evaluation & the …, 2023 - journals.sagepub.com",,,https://scholar.google.com/citations?user=tFYIfogAAAAJ&hl=en&oi=sra,4 days ago,"of fear of COVID-19 on the intention to be vaccinated against COVID-19 and the 
influence  To collect information, we used the Fear of COVID-19 Scale, Vaccine conspiracy"
"Exploring the interplay between climate, population immunity and SARS-CoV-2 transmission dynamics in Mediterranean countries",https://www.sciencedirect.com/science/article/pii/S0048969723041104,"JA Villatoro-García, R López-Domínguez… - Science of The Total …, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0048969723041104/pdf?md5=5176c19287dd83160a1b3d236f4b6c20&pid=1-s2.0-S0048969723041104-main.pdf,[PDF] sciencedirect.com,https://scholar.google.com/citations?user=CWPqA28AAAAJ&hl=en&oi=sra,4 days ago,"indicate that transmission of SARS-CoV-2 may increase independently of  
COVID19 cases, the number of daily COVID-19 deaths, the daily percentage of fully COVID-19"
Multiple thermocycles followed by LAMP with only two primers for ultrasensitive colorimetric viral RNA testing and tracking at single-base resolution,https://www.sciencedirect.com/science/article/pii/S0003267023008425,"P Zhang, K Qin, K Gao, F Su, H Wang, J Liu, Z Li - Analytica Chimica Acta, 2023 - Elsevier",,,,4 days ago,"As the SARS-CoV-2 ORF1ab gene was too long to  are commonly used for 
COVID-19 diagnosis. To assess  SARS-CoV-2 from three SARS-like coronaviruses by using"
"… Jacq., Achyrocline satureioides (Lam.) DC., and Eclipta prostrata (L.) L. helped reducing symptom intensity during and after Covid-19 infection: a retrospective …",https://www.sciencedirect.com/science/article/pii/S2212958823000757,"F Carmona, L Chaves, FCT do Nascimento… - Advances in Integrative …, 2023 - Elsevier",,,,4 days ago,"against SARS-Cov-2, only a few clinical trials on herbal medicines for Covid-19 
have  The new coronavirus (SARS-Cov-2) disease (Covid-19) became a pandemic in 2020…"
Prediction of oxygen supplementation by a deep-learning model integrating clinical parameters and chest CT images in COVID-19,https://link.springer.com/article/10.1007/s11604-023-01466-3,"N Kawata, Y Iwao, Y Matsuura, M Suzuki… - Japanese Journal of …, 2023 - Springer",https://link.springer.com/article/10.1007/s11604-023-01466-3,[HTML] springer.com,,4 days ago,"coronavirus 2 (SARS-CoV-2) pneumonia and determination of disease 
severity [6].  of SARS-CoV-2 pneumonia [7,8,9], even in PCR-negative cases [10]. SARS-CoV-2"
The defense of Shangri-La: Protecting isolated communities by periodic infection screening in the worst future pandemic,https://www.sciencedirect.com/science/article/pii/S1567134823000771,"A Duan, J Li, Z Yang, Y He - Infection, Genetics and Evolution, 2023 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1567134823000771,[HTML] sciencedirect.com,https://scholar.google.com/citations?user=N7ZPh_YAAAAJ&hl=en&oi=sra,4 days ago,"For SARS-Cov-2, the overall sensitivity of the rapid  In a meta-analysis of 23 
studies of SARS-Cov-2, using  In mid-2022, people successfully mitigated a wave of COVID-19"
The acceptance of COVID-19 pandemic control measures during congregational prayer on Muslims' emotional and social interaction,https://link.springer.com/article/10.1007/s11562-023-00534-9,"KA Mastor, MAA Samuri, F Md Sham, F Idris… - Contemporary Islam, 2023 - Springer",,,https://scholar.google.com/citations?user=0cchIUQAAAAJ&hl=en&oi=sra,4 days ago,"days ago - This study aims to examine the relationship between acceptance of the COVID-19 
pandemic control measures, emotions and social interaction among Muslims attending"
New-onset and relapsed Graves' disease following COVID-19 vaccination: a comprehensive review of reported cases,https://eurjmedres.biomedcentral.com/articles/10.1186/s40001-023-01210-7,"K Chen, Y Gao, J Li - European Journal of Medical …, 2023 - eurjmedres.biomedcentral.com",https://eurjmedres.biomedcentral.com/articles/10.1186/s40001-023-01210-7,[HTML] biomedcentral.com,,4 days ago,"COVID-19, an acute respiratory infectious disease instigated by severe acute 
respiratory syndrome coronavirus 2 (SARS-CoV-2) [… of 700 million COVID-19 cases and over"
Hyperimmune Globulins for the Management of Infectious Diseases,https://www.mdpi.com/1999-4915/15/7/1543,"I Pati, M Cruciani, F Candura, MS Massari, V Piccinini… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1543,[HTML] mdpi.com,https://scholar.google.com/citations?user=p6x6Bm8AAAAJ&hl=en&oi=sra,4 days ago,"therapeutics for coronavirus disease 2019 (COVID-19) [48,49].  COVID-19 
and in the early treatment of SARS-CoV-2 infected subjects at risk of a severe form of COVID-19 […"
Fc-Effector-Independent in vivo Activity of a Potent Influenza B Neuraminidase Broadly Neutralizing Antibody,https://www.mdpi.com/1999-4915/15/7/1540,"AM Khalil, MS Piepenbrink, I Markham, M Basu… - Viruses, 2023 - mdpi.com",https://www.mdpi.com/1999-4915/15/7/1540,[HTML] mdpi.com,https://scholar.google.com/citations?user=PeXiH1sAAAAJ&hl=en&oi=sra,4 days ago,"This reduction is perhaps influenced by the coronavirus disease 2019 (COVID-19) 
pandemic, the lack of an animal reservoir for IBV, and the recent severe reduction in IBV"
